MNIX,MNIY,MNIZ,BA,TALX,TALY,TALZ
-73,49,-11,Outside defined BAs,-72,45,-8
-73,49,-5,Outside defined BAs,-72,46,-2
-73,49,1,Outside defined BAs,-72,46,2
-73,49,7,Outside defined BAs,-72,47,7
-73,49,13,Outside defined BAs,-72,47,12
-73,49,19,Outside defined BAs,-72,48,18
-73,49,25,Outside defined BAs,-72,48,23
-73,49,31,Outside defined BAs,-72,49,28
-73,49,37,Outside defined BAs,-72,49,33
-73,49,43,Outside defined BAs,-72,50,38
-73,49,49,Outside defined BAs,-72,50,43
-73,49,55,Outside defined BAs,-72,51,48
-73,49,61,Outside defined BAs,-72,51,53
-73,49,67,Outside defined BAs,-72,52,58
-73,55,-53,Outside defined BAs,-72,48,-46
-73,55,-47,Outside defined BAs,-72,49,-40
-73,55,-41,Outside defined BAs,-72,49,-35
-73,55,-35,Outside defined BAs,-72,50,-30
-73,55,-29,Outside defined BAs,-72,50,-24
-73,55,-23,Outside defined BAs,-72,51,-19
-73,55,-17,Outside defined BAs,-72,51,-13
-73,55,-11,Outside defined BAs,-72,51,-8
-73,55,-5,Outside defined BAs,-72,52,-2
-73,55,1,Outside defined BAs,-72,52,2
-73,55,7,Outside defined BAs,-72,53,7
-73,55,13,Outside defined BAs,-72,53,12
-73,55,19,Outside defined BAs,-72,54,17
-73,55,25,Outside defined BAs,-72,54,22
-73,55,31,Outside defined BAs,-72,55,28
-73,55,37,Outside defined BAs,-72,55,33
-73,55,43,Outside defined BAs,-72,56,38
-73,55,49,Outside defined BAs,-72,56,43
-73,55,55,Outside defined BAs,-72,57,48
-73,55,61,Outside defined BAs,-72,57,53
-73,55,67,Outside defined BAs,-72,58,58
-73,61,-53,Outside defined BAs,-72,54,-46
-73,61,-47,Outside defined BAs,-72,55,-41
-73,61,-41,Outside defined BAs,-72,55,-35
-73,61,-35,Outside defined BAs,-72,56,-30
-73,61,-29,Outside defined BAs,-72,56,-24
-73,61,-23,Outside defined BAs,-72,57,-19
-73,61,-17,Outside defined BAs,-72,57,-13
-73,61,-11,Outside defined BAs,-72,58,-8
-73,61,-5,Outside defined BAs,-72,58,-3
-73,61,1,Outside defined BAs,-72,59,2
-73,61,7,Outside defined BAs,-72,59,7
-73,61,13,Outside defined BAs,-72,60,12
-73,61,19,Outside defined BAs,-72,60,17
-73,61,25,Outside defined BAs,-72,61,22
-73,61,31,Outside defined BAs,-72,61,27
-73,61,37,Outside defined BAs,-72,61,32
-73,61,43,Outside defined BAs,-72,62,38
-73,61,49,Outside defined BAs,-72,62,43
-73,61,55,Outside defined BAs,-72,63,48
-73,61,61,Outside defined BAs,-72,63,53
-73,61,67,Outside defined BAs,-72,64,58
-73,67,-53,Outside defined BAs,-72,60,-46
-73,67,-47,Outside defined BAs,-72,61,-41
-73,67,-41,Outside defined BAs,-72,61,-35
-73,67,-35,Outside defined BAs,-72,62,-30
-73,67,-29,Outside defined BAs,-72,62,-24
-73,67,-23,Outside defined BAs,-72,63,-19
-73,67,-17,Outside defined BAs,-72,63,-14
-73,67,-11,Outside defined BAs,-72,64,-8
-73,67,-5,Outside defined BAs,-72,64,-3
-73,67,1,Outside defined BAs,-72,65,2
-73,67,7,Outside defined BAs,-72,65,7
-73,67,13,Outside defined BAs,-72,66,12
-73,67,19,Outside defined BAs,-72,66,17
-73,67,25,Outside defined BAs,-72,67,22
-73,67,31,Outside defined BAs,-72,67,27
-73,67,37,Outside defined BAs,-72,68,32
-73,67,43,Outside defined BAs,-72,68,37
-73,67,49,Outside defined BAs,-72,69,43
-73,67,55,Outside defined BAs,-72,69,48
-73,67,61,Outside defined BAs,-72,70,53
-73,67,67,Outside defined BAs,-72,70,58
-73,73,-53,Outside defined BAs,-72,67,-46
-73,73,-47,Outside defined BAs,-72,67,-41
-73,73,-41,Outside defined BAs,-72,68,-35
-73,73,-35,Outside defined BAs,-72,68,-30
-73,73,-29,Outside defined BAs,-72,69,-25
-73,73,-23,Outside defined BAs,-72,69,-19
-73,73,-17,Outside defined BAs,-72,69,-14
-73,73,-11,Outside defined BAs,-72,70,-8
-73,73,-5,Outside defined BAs,-72,70,-3
-73,73,1,Outside defined BAs,-72,71,1
-73,73,7,Outside defined BAs,-72,71,7
-73,73,13,Outside defined BAs,-72,72,12
-73,73,19,Outside defined BAs,-72,72,17
-73,73,25,Outside defined BAs,-72,73,22
-73,73,31,Outside defined BAs,-72,73,27
-73,73,37,Outside defined BAs,-72,74,32
-73,73,43,Outside defined BAs,-72,74,37
-73,73,49,Outside defined BAs,-72,75,42
-73,73,55,Outside defined BAs,-72,75,47
-73,73,61,Outside defined BAs,-72,76,53
-73,73,67,Outside defined BAs,-72,76,58
-67,-107,-53,Outside defined BAs,-65,-108,-42
-67,-107,-47,Outside defined BAs,-65,-107,-36
-67,-107,-41,Outside defined BAs,-65,-107,-31
-67,-107,-35,Outside defined BAs,-65,-106,-26
-67,-107,-29,Outside defined BAs,-65,-106,-20
-67,-107,-23,Outside defined BAs,-65,-105,-15
-67,-107,-17,Outside defined BAs,-65,-105,-9
-67,-107,-11,Outside defined BAs,-65,-104,-4
-67,-107,-5,Outside defined BAs,-65,-104,1
-67,-107,1,Outside defined BAs,-65,-104,6
-67,-107,7,Outside defined BAs,-65,-103,11
-67,-107,13,Outside defined BAs,-65,-103,16
-67,-107,19,Outside defined BAs,-65,-102,21
-67,-107,25,Outside defined BAs,-65,-102,26
-67,-107,31,Outside defined BAs,-65,-101,31
-67,-107,37,Outside defined BAs,-65,-101,36
-67,-107,43,Outside defined BAs,-65,-100,41
-67,-107,49,Outside defined BAs,-65,-100,47
-67,-107,55,Outside defined BAs,-65,-100,52
-67,-107,61,Outside defined BAs,-65,-99,57
-67,-107,67,Outside defined BAs,-65,-99,62
-67,-101,-53,Outside defined BAs,-65,-102,-42
-67,-101,-47,Outside defined BAs,-66,-102,-37
-67,-101,-41,Outside defined BAs,-66,-101,-31
-67,-101,-35,Outside defined BAs,-66,-101,-26
-67,-101,-29,Outside defined BAs,-66,-100,-20
-67,-101,-23,Outside defined BAs,-66,-100,-15
-67,-101,-17,Outside defined BAs,-66,-99,-9
-67,-101,-11,Outside defined BAs,-66,-99,-4
-67,-101,-5,Outside defined BAs,-66,-98,0
-67,-101,1,Outside defined BAs,-66,-98,6
-67,-101,7,Outside defined BAs,-66,-98,11
-67,-101,13,Outside defined BAs,-66,-97,16
-67,-101,19,Outside defined BAs,-66,-97,21
-67,-101,25,Outside defined BAs,-65,-96,26
-67,-101,31,Outside defined BAs,-65,-96,31
-67,-101,37,Outside defined BAs,-65,-95,36
-67,-101,43,Outside defined BAs,-65,-95,41
-67,-101,49,Outside defined BAs,-65,-94,46
-67,-101,55,Outside defined BAs,-65,-94,52
-67,-101,61,Outside defined BAs,-65,-93,57
-67,-101,67,Outside defined BAs,-65,-93,62
-67,-95,-53,Outside defined BAs,-66,-96,-42
-67,-95,-47,Outside defined BAs,-66,-96,-37
-67,-95,-41,Outside defined BAs,-66,-96,-31
-67,-95,-35,Outside defined BAs,-66,-95,-26
-67,-95,-29,Outside defined BAs,-66,-95,-20
-67,-95,-23,Outside defined BAs,-66,-94,-15
-67,-95,-17,Outside defined BAs,-66,-94,-10
-67,-95,-11,Outside defined BAs,-66,-93,-4
-67,-95,-5,Outside defined BAs,-66,-93,0
-67,-95,1,Outside defined BAs,-66,-92,5
-67,-95,7,Outside defined BAs,-66,-92,11
-67,-95,13,Outside defined BAs,-66,-92,16
-67,-95,19,Outside defined BAs,-66,-91,21
-67,-95,25,Outside defined BAs,-66,-91,26
-67,-95,31,Outside defined BAs,-66,-90,31
-67,-95,37,Outside defined BAs,-66,-90,36
-67,-95,43,Outside defined BAs,-65,-89,41
-67,-95,49,Outside defined BAs,-65,-89,46
-67,-95,55,Outside defined BAs,-65,-88,51
-67,-95,61,Outside defined BAs,-65,-88,56
-67,-95,67,Outside defined BAs,-65,-87,62
-67,-89,-53,Outside defined BAs,-66,-91,-42
-67,-89,-47,Outside defined BAs,-66,-90,-37
-67,-89,-41,Outside defined BAs,-66,-90,-31
-67,-89,-35,Outside defined BAs,-66,-90,-26
-67,-89,-29,Outside defined BAs,-66,-89,-21
-67,-89,-23,Outside defined BAs,-66,-89,-15
-67,-89,-17,Outside defined BAs,-66,-88,-10
-67,-89,-11,Outside defined BAs,-66,-88,-4
-67,-89,-5,Outside defined BAs,-66,-87,0
-67,-89,1,Outside defined BAs,-66,-87,5
-67,-89,7,Outside defined BAs,-66,-87,11
-67,-89,13,Outside defined BAs,-66,-86,16
-67,-89,19,Outside defined BAs,-66,-86,21
-67,-89,25,Outside defined BAs,-66,-85,26
-67,-89,31,Outside defined BAs,-66,-85,31
-67,-89,37,Outside defined BAs,-66,-84,36
-67,-89,43,Outside defined BAs,-66,-84,41
-67,-89,49,Outside defined BAs,-66,-83,46
-67,-89,55,Outside defined BAs,-65,-83,51
-67,-89,61,Outside defined BAs,-65,-82,56
-67,-89,67,Outside defined BAs,-65,-82,61
-67,-83,-53,Outside defined BAs,-66,-85,-42
-67,-83,-47,Outside defined BAs,-66,-85,-37
-67,-83,-41,Outside defined BAs,-66,-85,-32
-67,-83,-35,Outside defined BAs,-66,-84,-26
-67,-83,-29,Outside defined BAs,-66,-84,-21
-67,-83,-23,Outside defined BAs,-66,-83,-15
-67,-83,-17,Outside defined BAs,-66,-83,-10
-67,-83,-11,Outside defined BAs,-66,-82,-4
-67,-83,-5,Outside defined BAs,-66,-82,0
-67,-83,1,Outside defined BAs,-66,-81,5
-67,-83,7,Outside defined BAs,-66,-81,11
-67,-83,13,Outside defined BAs,-66,-81,16
-67,-83,19,Outside defined BAs,-66,-80,21
-67,-83,25,Outside defined BAs,-66,-80,26
-67,-83,31,Outside defined BAs,-66,-79,31
-67,-83,37,Outside defined BAs,-66,-79,36
-67,-83,43,Outside defined BAs,-66,-78,41
-67,-83,49,Outside defined BAs,-66,-78,46
-67,-83,55,Outside defined BAs,-66,-77,51
-67,-83,61,Outside defined BAs,-65,-77,56
-67,-83,67,Outside defined BAs,-65,-76,61
-67,-77,-53,Outside defined BAs,-66,-80,-43
-67,-77,-47,Outside defined BAs,-66,-79,-37
-67,-77,-41,Outside defined BAs,-66,-79,-32
-67,-77,-35,Outside defined BAs,-66,-79,-26
-67,-77,-29,Outside defined BAs,-66,-78,-21
-67,-77,-23,Outside defined BAs,-66,-78,-15
-67,-77,-17,Outside defined BAs,-66,-77,-10
-67,-77,-11,Outside defined BAs,-66,-77,-4
-67,-77,-5,Outside defined BAs,-66,-76,0
-67,-77,1,Outside defined BAs,-66,-76,5
-67,-77,7,Outside defined BAs,-66,-75,11
-67,-77,13,Outside defined BAs,-66,-75,16
-67,-77,19,Outside defined BAs,-66,-75,21
-67,-77,25,Outside defined BAs,-66,-74,26
-67,-77,31,Outside defined BAs,-66,-74,31
-67,-77,37,Outside defined BAs,-66,-73,36
-67,-77,43,Outside defined BAs,-66,-73,41
-67,-77,49,Outside defined BAs,-66,-72,46
-67,-77,55,Outside defined BAs,-66,-72,51
-67,-77,61,Outside defined BAs,-66,-71,56
-67,-77,67,Outside defined BAs,-66,-71,61
-67,-71,-53,Outside defined BAs,-66,-74,-43
-67,-71,-47,Outside defined BAs,-66,-74,-37
-67,-71,-41,Outside defined BAs,-66,-73,-32
-67,-71,-35,Outside defined BAs,-66,-73,-26
-67,-71,-29,Outside defined BAs,-66,-72,-21
-67,-71,-23,Outside defined BAs,-65,-72,-15
-67,-71,-17,Outside defined BAs,-65,-71,-10
-67,-71,-11,Outside defined BAs,-65,-71,-4
-67,-71,-5,Outside defined BAs,-65,-71,0
-67,-71,1,Outside defined BAs,-66,-70,5
-67,-71,7,Outside defined BAs,-66,-70,11
-67,-71,13,Outside defined BAs,-66,-69,16
-67,-71,19,Outside defined BAs,-66,-69,21
-67,-71,25,Outside defined BAs,-66,-69,26
-67,-71,31,Outside defined BAs,-66,-68,31
-67,-71,37,Outside defined BAs,-66,-68,36
-67,-71,43,Outside defined BAs,-66,-67,41
-67,-71,49,Outside defined BAs,-66,-66,46
-67,-71,55,Outside defined BAs,-66,-66,51
-67,-71,61,Outside defined BAs,-66,-65,56
-67,-71,67,Outside defined BAs,-66,-65,61
-67,-65,-53,Outside defined BAs,-66,-69,-43
-67,-65,-47,Outside defined BAs,-66,-68,-37
-67,-65,-41,Outside defined BAs,-66,-68,-32
-67,-65,-35,Outside defined BAs,-65,-67,-26
-67,-65,-29,Outside defined BAs,-65,-67,-21
-67,-65,-23,Outside defined BAs,-65,-66,-15
-67,-65,-17,Outside defined BAs,-65,-66,-10
-67,-65,-11,Outside defined BAs,-65,-65,-4
-67,-65,-5,Outside defined BAs,-65,-65,0
-67,-65,1,Outside defined BAs,-65,-64,5
-67,-65,7,Outside defined BAs,-65,-64,11
-67,-65,13,Outside defined BAs,-66,-64,16
-67,-65,19,Outside defined BAs,-66,-63,21
-67,-65,25,Outside defined BAs,-66,-63,26
-67,-65,31,Outside defined BAs,-66,-62,31
-67,-65,37,Outside defined BAs,-66,-62,36
-67,-65,43,Outside defined BAs,-66,-61,41
-67,-65,49,Outside defined BAs,-66,-61,46
-67,-65,55,Outside defined BAs,-66,-60,51
-67,-65,61,Outside defined BAs,-66,-60,56
-67,-65,67,Outside defined BAs,-66,-59,61
-67,-59,-53,Outside defined BAs,-66,-63,-43
-67,-59,-47,Outside defined BAs,-66,-62,-37
-67,-59,-41,Outside defined BAs,-65,-62,-32
-67,-59,-35,Outside defined BAs,-65,-61,-26
-67,-59,-29,Outside defined BAs,-64,-61,-21
-67,-59,-23,Outside defined BAs,-64,-60,-15
-67,-59,-17,Outside defined BAs,-64,-60,-10
-67,-59,-11,Outside defined BAs,-64,-59,-4
-67,-59,-5,Outside defined BAs,-64,-59,0
-67,-59,1,Outside defined BAs,-65,-59,5
-67,-59,7,Outside defined BAs,-65,-58,11
-67,-59,13,Outside defined BAs,-65,-58,16
-67,-59,19,Outside defined BAs,-66,-57,21
-67,-59,25,Outside defined BAs,-66,-57,26
-67,-59,31,Outside defined BAs,-66,-57,31
-67,-59,37,Outside defined BAs,-66,-56,36
-67,-59,43,Outside defined BAs,-66,-56,41
-67,-59,49,Outside defined BAs,-66,-55,46
-67,-59,55,Outside defined BAs,-66,-55,51
-67,-59,61,Outside defined BAs,-66,-54,56
-67,-59,67,Outside defined BAs,-66,-54,61
-67,-53,-53,Outside defined BAs,-66,-57,-43
-67,-53,-47,Outside defined BAs,-65,-56,-37
-67,-53,-41,Outside defined BAs,-65,-56,-32
-67,-53,-35,Outside defined BAs,-64,-56,-26
-67,-53,-29,Outside defined BAs,-64,-55,-21
-67,-53,-23,Outside defined BAs,-64,-54,-15
-67,-53,-17,Outside defined BAs,-63,-54,-10
-67,-53,-11,Left-Fusiform (37),-63,-53,-4
-67,-53,-5,Left-Fusiform (37),-64,-53,0
-67,-53,1,Outside defined BAs,-64,-53,5
-67,-53,7,Outside defined BAs,-64,-52,10
-67,-53,13,Outside defined BAs,-65,-52,16
-67,-53,19,Outside defined BAs,-65,-52,21
-67,-53,25,Outside defined BAs,-66,-51,26
-67,-53,31,Outside defined BAs,-66,-51,31
-67,-53,37,Outside defined BAs,-66,-50,36
-67,-53,43,Outside defined BAs,-66,-50,41
-67,-53,49,Outside defined BAs,-66,-49,46
-67,-53,55,Outside defined BAs,-66,-49,51
-67,-53,61,Outside defined BAs,-66,-49,56
-67,-53,67,Outside defined BAs,-66,-48,61
-67,-47,-53,Outside defined BAs,-65,-51,-43
-67,-47,-47,Outside defined BAs,-65,-51,-37
-67,-47,-41,Outside defined BAs,-64,-50,-32
-67,-47,-35,Outside defined BAs,-64,-50,-26
-67,-47,-29,Outside defined BAs,-63,-49,-21
-67,-47,-23,Outside defined BAs,-63,-49,-15
-67,-47,-17,Left-Fusiform (37),-63,-48,-10
-67,-47,-11,Left-Fusiform (37),-63,-48,-4
-67,-47,-5,Left-MedTempGyrus (21),-63,-47,0
-67,-47,1,Outside defined BAs,-64,-47,5
-67,-47,7,Outside defined BAs,-64,-47,10
-67,-47,13,Outside defined BAs,-64,-46,15
-67,-47,19,Outside defined BAs,-65,-46,21
-67,-47,25,Outside defined BAs,-65,-45,26
-67,-47,31,Outside defined BAs,-66,-45,31
-67,-47,37,Outside defined BAs,-66,-45,36
-67,-47,43,Outside defined BAs,-66,-44,41
-67,-47,49,Outside defined BAs,-66,-44,46
-67,-47,55,Outside defined BAs,-66,-43,51
-67,-47,61,Outside defined BAs,-66,-43,56
-67,-47,67,Outside defined BAs,-66,-42,61
-67,-41,-53,Outside defined BAs,-65,-45,-43
-67,-41,-47,Outside defined BAs,-65,-45,-38
-67,-41,-41,Outside defined BAs,-64,-44,-32
-67,-41,-35,Outside defined BAs,-64,-44,-27
-67,-41,-29,Outside defined BAs,-63,-43,-21
-67,-41,-23,Left-Fusiform (37),-63,-43,-16
-67,-41,-17,Left-Fusiform (37),-63,-42,-10
-67,-41,-11,Left-MedTempGyrus (21),-63,-42,-5
-67,-41,-5,Left-MedTempGyrus (21),-63,-41,0
-67,-41,1,Left-MedTempGyrus (21),-63,-41,5
-67,-41,7,Left-MedTempGyrus (21),-64,-41,10
-67,-41,13,Left-SupTempGyrus (22),-64,-40,15
-67,-41,19,Outside defined BAs,-65,-40,20
-67,-41,25,Outside defined BAs,-65,-40,25
-67,-41,31,Outside defined BAs,-65,-39,30
-67,-41,37,Outside defined BAs,-66,-39,35
-67,-41,43,Outside defined BAs,-66,-38,41
-67,-41,49,Outside defined BAs,-66,-38,46
-67,-41,55,Outside defined BAs,-66,-38,51
-67,-41,61,Outside defined BAs,-66,-37,56
-67,-41,67,Outside defined BAs,-66,-37,61
-67,-35,-53,Outside defined BAs,-65,-39,-43
-67,-35,-47,Outside defined BAs,-64,-39,-38
-67,-35,-41,Outside defined BAs,-64,-38,-32
-67,-35,-35,Outside defined BAs,-63,-38,-27
-67,-35,-29,Outside defined BAs,-63,-37,-21
-67,-35,-23,Left-MedTempGyrus (21),-63,-37,-16
-67,-35,-17,Left-MedTempGyrus (21),-62,-36,-10
-67,-35,-11,Left-MedTempGyrus (21),-62,-36,-5
-67,-35,-5,Left-MedTempGyrus (21),-63,-36,0
-67,-35,1,Left-MedTempGyrus (21),-63,-35,5
-67,-35,7,Left-MedTempGyrus (21),-63,-35,10
-67,-35,13,Left-SupTempGyrus (22),-64,-35,15
-67,-35,19,Outside defined BAs,-64,-34,20
-67,-35,25,Outside defined BAs,-65,-34,25
-67,-35,31,Outside defined BAs,-65,-33,30
-67,-35,37,Outside defined BAs,-65,-33,35
-67,-35,43,Outside defined BAs,-66,-33,40
-67,-35,49,Outside defined BAs,-66,-32,45
-67,-35,55,Outside defined BAs,-66,-32,50
-67,-35,61,Outside defined BAs,-66,-31,56
-67,-35,67,Outside defined BAs,-66,-31,61
-67,-29,-53,Outside defined BAs,-65,-34,-44
-67,-29,-47,Outside defined BAs,-64,-33,-38
-67,-29,-41,Outside defined BAs,-64,-33,-33
-67,-29,-35,Outside defined BAs,-63,-32,-27
-67,-29,-29,Outside defined BAs,-63,-32,-22
-67,-29,-23,Left-MedTempGyrus (21),-63,-31,-16
-67,-29,-17,Left-MedTempGyrus (21),-62,-31,-11
-67,-29,-11,Left-MedTempGyrus (21),-62,-30,-5
-67,-29,-5,Left-MedTempGyrus (21),-63,-30,0
-67,-29,1,Left-MedTempGyrus (21),-63,-29,5
-67,-29,7,Left-MedTempGyrus (21),-63,-29,10
-67,-29,13,Outside defined BAs,-64,-29,15
-67,-29,19,Left-SupramargGyr (40),-64,-28,20
-67,-29,25,Outside defined BAs,-65,-28,25
-67,-29,31,Outside defined BAs,-65,-28,30
-67,-29,37,Outside defined BAs,-65,-27,35
-67,-29,43,Outside defined BAs,-66,-27,40
-67,-29,49,Outside defined BAs,-66,-26,45
-67,-29,55,Outside defined BAs,-66,-26,50
-67,-29,61,Outside defined BAs,-66,-26,55
-67,-29,67,Outside defined BAs,-66,-25,60
-67,-23,-53,Outside defined BAs,-65,-28,-44
-67,-23,-47,Outside defined BAs,-64,-27,-38
-67,-23,-41,Outside defined BAs,-64,-27,-33
-67,-23,-35,Outside defined BAs,-64,-26,-27
-67,-23,-29,Outside defined BAs,-63,-26,-22
-67,-23,-23,Left-InfTempGyrus (20),-63,-25,-16
-67,-23,-17,Left-MedTempGyrus (21),-63,-25,-11
-67,-23,-11,Left-MedTempGyrus (21),-63,-24,-5
-67,-23,-5,Left-MedTempGyrus (21),-63,-24,0
-67,-23,1,Left-MedTempGyrus (21),-63,-24,4
-67,-23,7,Left-PrimAuditory (41),-63,-23,9
-67,-23,13,Outside defined BAs,-64,-23,15
-67,-23,19,Left-SupramargGyr (40),-64,-23,20
-67,-23,25,Left-SupramargGyr (40),-64,-22,25
-67,-23,31,Outside defined BAs,-65,-22,30
-67,-23,37,Outside defined BAs,-65,-22,35
-67,-23,43,Outside defined BAs,-65,-21,40
-67,-23,49,Outside defined BAs,-66,-21,45
-67,-23,55,Outside defined BAs,-66,-20,50
-67,-23,61,Outside defined BAs,-66,-20,55
-67,-23,67,Outside defined BAs,-66,-19,60
-67,-17,-53,Outside defined BAs,-65,-22,-44
-67,-17,-47,Outside defined BAs,-65,-22,-39
-67,-17,-41,Outside defined BAs,-64,-21,-33
-67,-17,-35,Outside defined BAs,-64,-21,-28
-67,-17,-29,Outside defined BAs,-63,-20,-22
-67,-17,-23,Left-MedTempGyrus (21),-63,-20,-17
-67,-17,-17,Left-MedTempGyrus (21),-63,-19,-11
-67,-17,-11,Left-MedTempGyrus (21),-63,-19,-6
-67,-17,-5,Left-MedTempGyrus (21),-63,-18,0
-67,-17,1,Left-MedTempGyrus (21),-63,-18,4
-67,-17,7,Outside defined BAs,-64,-18,9
-67,-17,13,Left-PrimSensory (1),-64,-17,14
-67,-17,19,Left-PrimSensory (1),-64,-17,19
-67,-17,25,Left-PrimSensory (1),-64,-17,25
-67,-17,31,Outside defined BAs,-65,-16,30
-67,-17,37,Outside defined BAs,-65,-16,35
-67,-17,43,Outside defined BAs,-65,-15,40
-67,-17,49,Outside defined BAs,-66,-15,45
-67,-17,55,Outside defined BAs,-66,-14,50
-67,-17,61,Outside defined BAs,-66,-14,55
-67,-17,67,Outside defined BAs,-66,-14,60
-67,-11,-53,Outside defined BAs,-65,-16,-44
-67,-11,-47,Outside defined BAs,-65,-16,-39
-67,-11,-41,Outside defined BAs,-64,-15,-33
-67,-11,-35,Outside defined BAs,-64,-15,-28
-67,-11,-29,Outside defined BAs,-64,-14,-22
-67,-11,-23,Left-MedTempGyrus (21),-63,-14,-17
-67,-11,-17,Left-MedTempGyrus (21),-63,-14,-11
-67,-11,-11,Left-MedTempGyrus (21),-63,-13,-6
-67,-11,-5,Left-MedTempGyrus (21),-63,-13,0
-67,-11,1,Outside defined BAs,-63,-12,4
-67,-11,7,Outside defined BAs,-64,-12,9
-67,-11,13,Left-PrimMotor (4),-64,-12,14
-67,-11,19,Left-PrimMotor (4),-64,-11,19
-67,-11,25,Outside defined BAs,-64,-11,24
-67,-11,31,Outside defined BAs,-65,-11,30
-67,-11,37,Outside defined BAs,-65,-10,35
-67,-11,43,Outside defined BAs,-65,-10,40
-67,-11,49,Outside defined BAs,-66,-9,45
-67,-11,55,Outside defined BAs,-66,-9,50
-67,-11,61,Outside defined BAs,-66,-8,55
-67,-11,67,Outside defined BAs,-66,-8,60
-67,-5,-53,Outside defined BAs,-65,-11,-44
-67,-5,-47,Outside defined BAs,-65,-10,-39
-67,-5,-41,Outside defined BAs,-65,-10,-33
-67,-5,-35,Outside defined BAs,-64,-9,-28
-67,-5,-29,Outside defined BAs,-64,-9,-22
-67,-5,-23,Outside defined BAs,-64,-8,-17
-67,-5,-17,Outside defined BAs,-64,-8,-11
-67,-5,-11,Outside defined BAs,-64,-8,-6
-67,-5,-5,Outside defined BAs,-64,-7,0
-67,-5,1,Outside defined BAs,-64,-7,4
-67,-5,7,Outside defined BAs,-64,-7,9
-67,-5,13,Outside defined BAs,-64,-6,14
-67,-5,19,Outside defined BAs,-64,-6,19
-67,-5,25,Outside defined BAs,-64,-5,24
-67,-5,31,Outside defined BAs,-65,-5,30
-67,-5,37,Outside defined BAs,-65,-4,35
-67,-5,43,Outside defined BAs,-65,-4,40
-67,-5,49,Outside defined BAs,-66,-3,45
-67,-5,55,Outside defined BAs,-66,-3,50
-67,-5,61,Outside defined BAs,-66,-2,55
-67,-5,67,Outside defined BAs,-66,-2,60
-67,1,-53,Outside defined BAs,-65,-5,-44
-67,1,-47,Outside defined BAs,-65,-5,-39
-67,1,-41,Outside defined BAs,-65,-4,-33
-67,1,-35,Outside defined BAs,-65,-4,-28
-67,1,-29,Outside defined BAs,-64,-3,-22
-67,1,-23,Outside defined BAs,-64,-3,-17
-67,1,-17,Outside defined BAs,-64,-2,-11
-67,1,-11,Outside defined BAs,-64,-2,-6
-67,1,-5,Outside defined BAs,-64,-2,-1
-67,1,1,Outside defined BAs,-64,-1,4
-67,1,7,Outside defined BAs,-64,-1,9
-67,1,13,Outside defined BAs,-64,-1,14
-67,1,19,Outside defined BAs,-64,0,19
-67,1,25,Outside defined BAs,-64,0,24
-67,1,31,Outside defined BAs,-65,0,29
-67,1,37,Outside defined BAs,-65,0,35
-67,1,43,Outside defined BAs,-65,1,40
-67,1,49,Outside defined BAs,-66,2,45
-67,1,55,Outside defined BAs,-66,2,50
-67,1,61,Outside defined BAs,-66,3,55
-67,1,67,Outside defined BAs,-66,3,60
-67,7,-53,Outside defined BAs,-66,0,-45
-67,7,-47,Outside defined BAs,-65,0,-39
-67,7,-41,Outside defined BAs,-65,0,-34
-67,7,-35,Outside defined BAs,-65,1,-28
-67,7,-29,Outside defined BAs,-65,1,-22
-67,7,-23,Outside defined BAs,-65,2,-17
-67,7,-17,Outside defined BAs,-65,2,-12
-67,7,-11,Outside defined BAs,-64,3,-6
-67,7,-5,Outside defined BAs,-64,3,-1
-67,7,1,Outside defined BAs,-64,4,4
-67,7,7,Outside defined BAs,-64,4,9
-67,7,13,Outside defined BAs,-64,4,14
-67,7,19,Outside defined BAs,-64,5,19
-67,7,25,Outside defined BAs,-65,5,24
-67,7,31,Outside defined BAs,-65,6,29
-67,7,37,Outside defined BAs,-65,7,35
-67,7,43,Outside defined BAs,-65,7,40
-67,7,49,Outside defined BAs,-66,8,45
-67,7,55,Outside defined BAs,-66,8,50
-67,7,61,Outside defined BAs,-66,9,55
-67,7,67,Outside defined BAs,-66,9,60
-67,13,-53,Outside defined BAs,-66,5,-45
-67,13,-47,Outside defined BAs,-66,6,-39
